,claim,URL,truth_value,date,topic
3613,"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election.",https://www.politifact.com/factchecks/2017/jun/09/hillary-clinton/hillary-clintons-mostly-false-claim-photo-id-voter/,barely-true,"May 31, 2017",elections
3614,"""Fact: Hillary Clinton received 80% of the vote in Pittsburgh.""",https://www.politifact.com/factchecks/2017/jun/02/bill-peduto/did-80-percent-pittsburgh-really-vote-hillary-clin/,mostly-true,"June 1, 2017",elections
3615,"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",https://www.politifact.com/factchecks/2017/may/31/gregg-jarrett/fox-news-hosts-wrong-no-law-forbids-russia-trump-c/,false,"May 30, 2017",elections
3616,"""In Florida felonies can be things like buying weed, tampering with an odometer or disturbing a lobster trap. So basically spring break.""",https://www.politifact.com/factchecks/2017/may/25/samantha-bee/samantha-bee-says-buying-weed-tampering-odometer-o/,mostly-true,"May 10, 2017",elections
3617,"""You could lose your rights for life over something as simple as driving with a suspended license"" in Florida.",https://www.politifact.com/factchecks/2017/may/25/desmond-meade/driving-suspended-license-can-lead-loss-voting-rig/,mostly-true,"May 10, 2017",elections
3618,"""Voter turnout in 2016 was reduced by approx. 200,000 votes because of WI’s photo ID laws.""",https://www.politifact.com/factchecks/2017/may/24/tammy-baldwin/photo-id-law-caused-200000-drop-wisconsin-voter-tu/,barely-true,"May 17, 2017",elections
3619,"The Department of Homeland Security’s database of legal immigrants has ""never"" been ""bounced against a state’s voter rolls.""",https://www.politifact.com/factchecks/2017/may/23/kris-kobach/trumps-election-commission-chair-kris-kobach-says-/,barely-true,"May 14, 2017",elections
3620,"Says there are thousands of registered voters over 110 years old in North Carolina, including one who is 219 years old.",https://www.politifact.com/factchecks/2017/may/18/chain-email/no-thousands-dead-people-are-not-registered-vote-n/,false,"May 11, 2017",elections
3621,"Says ""Karen Handel’s office budget increased a whopping 42 percent.""",https://www.politifact.com/factchecks/2017/may/17/dccc-lgo/georgia-dem-attack-gops-handel-falls-wide-mark/,barely-true,"May 3, 2017",elections
3622,"""Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.""",https://www.politifact.com/factchecks/2017/may/16/chris-murphy/donald-trump-chris-murphy-russian-law-firm-year/,mostly-true,"May 12, 2017",elections
3623,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",https://www.politifact.com/factchecks/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/,barely-true,"May 12, 2017",elections
3624,"""This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won.""",https://www.politifact.com/factchecks/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/,pants-fire,"May 11, 2017",elections
3625,"""Michael Untermeyer has been a Democrat for more than 40 years.""",https://www.politifact.com/factchecks/2017/may/12/michael-untermeyer/philly-da-candidate-who-used-be-gop-actually-ive-a/,half-true,"May 10, 2017",elections
3626,"Says Bernie Sanders ""is the most popular politician in America today.""",https://www.politifact.com/factchecks/2017/apr/27/mike-crute/despite-losing-nomination-hillary-clinton-bernie-s/,mostly-true,"April 19, 2017",elections
3627,"Says President Donald Trump as a candidate mentioned WikiLeaks ""over 160 times in speeches"" in the last month of the campaign.",https://www.politifact.com/factchecks/2017/apr/21/jackie-speier/did-trump-really-mention-wikileaks-over-160-times-/,mostly-true,"April 13, 2017",elections
3628,"Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",https://www.politifact.com/factchecks/2017/apr/19/jay-chaudhuri/even-state-trump-won-nc-lawmaker-says-most-people-/,mostly-true,"April 5, 2017",elections
3629,"""When Trump won, we had the lowest voter turnout in 20 years.""",https://www.politifact.com/factchecks/2017/apr/18/bernie-sanders/bernie-sanders-wrong-voter-turnout-hit-20-year-low/,false,"April 16, 2017",elections
3630,"""75 percent of the town boards in Wisconsin have no women on them at all.""",https://www.politifact.com/factchecks/2017/apr/07/erin-forrest/mostly-men-only-three-quarters-town-boards-wiscons/,true,"April 2, 2017",elections
3631,"Says Paul Manafort ""played a very limited role"" in the Trump presidential campaign.",https://www.politifact.com/factchecks/2017/mar/22/sean-spicer/sean-spicers-false-claim-paul-manafort-played-mino/,false,"March 20, 2017",elections
3632,"""The NSA and FBI tell Congress that Russia did not influence electoral process.""",https://www.politifact.com/factchecks/2017/mar/20/donald-trump/trumps-false-tweet-nsa-fbi-said-russia-did-not-inf/,false,"March 20, 2017",elections
3633,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election.",https://www.politifact.com/factchecks/2017/mar/17/arnold-schwarzenegger/true-nothing-inflated-schwarzneggers-claim-average/,true,"February 23, 2017",elections
3634,"Wisconsin is ""the most -- if not Number 1, number 2 -- gerrymandered state in the country"" for state legislative boundaries.",https://www.politifact.com/factchecks/2017/mar/17/dave-hansen/attacking-republicans-democratic-state-senator-say/,mostly-true,"March 5, 2017",elections
3635,"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",https://www.politifact.com/factchecks/2017/mar/08/mark-pocan/russian-officials-went-back-door-trump-tower-meet-/,mostly-true,"March 3, 2017",elections
3636,"""If you're in Texas, you have got to drive 120 miles to get an ID.""",https://www.politifact.com/factchecks/2017/feb/24/thomas-perez/texas-drive-120-miles-voter-id/,half-true,"February 22, 2017",elections
3637,"Says Michelle Obama ""said she was never proud of her country til they elected her husband POTUS.""",https://www.politifact.com/factchecks/2017/feb/23/david-clarke-jr/david-clarke-says-michelle-obama-said-she-was-prou/,false,"February 17, 2017",elections
3638,"""This issue of busing voters in to New Hampshire is widely known by anyone who’s worked in New Hampshire politics. It’s very real, it’s very serious.""",https://www.politifact.com/factchecks/2017/feb/12/stephen-miller/white-house-senior-adviser-repeats-baseless-claim-/,pants-fire,"February 12, 2017",elections
3639,"""There's one (study) that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens.""",https://www.politifact.com/factchecks/2017/jan/25/sean-spicer/sean-spicer-wrongly-uses-pew-study-bolster-claim-n/,false,"January 24, 2017",elections
3640,"Says Hillary Clinton campaign chairman John Podesta’s email password was ""password.""",https://www.politifact.com/factchecks/2017/jan/11/reince-priebus/russian-hacking-case-did-hillary-clintons-campaign/,false,"January 8, 2017",elections
3641,Says Donald Trump warned outgoing Ghana President against last-minute job appointments.,https://www.politifact.com/factchecks/2017/jan/10/blog-posting/no-trump-never-called-departing-ghanaian-president/,pants-fire,"January 4, 2017",elections
3642,"Activities by foreign governments had ""absolutely no effect on the outcome of this election.""",https://www.politifact.com/factchecks/2017/jan/08/donald-trump/donald-trumps-dubious-claim-foreign-governments-ha/,barely-true,"January 6, 2017",elections
3643,"""Donald Trump performed better than any presidential nominee since Gerald Ford.""",https://www.politifact.com/factchecks/2017/jan/06/nicholas-langworthy/trump-performed-best-erie-county-reagan/,false,"December 14, 2016",elections
3644,"Says Kate Cloonen ""needs that extra $68,000"" lawmaker salary on top of the ""$8.5 million in state contracts for her construction company.""",https://www.politifact.com/factchecks/2017/jan/06/aaron-degroot/illinois-gop-press-secretary-makes-8-million-twitt/,half-true,"December 2, 2016",elections
3645,"""Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling.""",https://www.politifact.com/factchecks/2016/dec/23/today-news-24/pennsylvania-judge-didnt-overturn-donald-trumps-pr/,pants-fire,"December 16, 2016",elections
3646,"""Putin Interference Could Give Courts Legal Right to Make Hillary President.""",https://www.politifact.com/factchecks/2016/dec/21/usa-snich/website-hypes-long-shot-theory-about-courts-replac/,false,"December 11, 2016",elections
3647,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""",https://www.politifact.com/factchecks/2016/dec/18/john-podesta/its-true-wikileaks-dumped-podesta-emails-hour-afte/,true,"December 18, 2016",elections
3648,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",https://www.politifact.com/factchecks/2016/dec/15/donald-trump/pants-fire-trump-tweet-about-russian-hacking-probe/,pants-fire,"December 15, 2016",elections
3649,"""California is once again the sixth-largest economy in the world. If you add the GDP’s of Washington and Oregon, California would surpass the United Kingdom to become the fifth-largest economy in the world.""",https://www.politifact.com/factchecks/2016/dec/15/antonio-villaraigosa/villaraigosa-claims-california-oregon-washington-p/,mostly-true,"December 8, 2016",elections
3650,"""We had a massive landslide victory, as you know, in the Electoral College.""",https://www.politifact.com/factchecks/2016/dec/12/donald-trump/donald-trumps-electoral-college-victory-was-not-ma/,false,"December 11, 2016",elections
3651,"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election.",https://www.politifact.com/factchecks/2016/dec/11/reince-priebus/priebus-falsely-claims-no-conclusive-report-whethe/,false,"December 11, 2016",elections
3652,"Wisconsin has only one county, Dane, ""that's hand counting the votes"" in the 2016 presidential recount.",https://www.politifact.com/factchecks/2016/dec/09/sean-duffy/wisconsin-presidential-election-recount-only-dane-/,pants-fire,"December 1, 2016",elections
3653,"Alison Alter ""has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.""",https://www.politifact.com/factchecks/2016/dec/08/sheri-gallo/sheri-gallo-says-alison-alter-landed-64000-runoff-/,half-true,"November 29, 2016",elections
3654,"In Wisconsin, ""300,000 voters were turned away by the state’s strict voter ID law"" in the 2016 presidential election.",https://www.politifact.com/factchecks/2016/dec/07/tweets/were-300000-wisconsin-voters-turned-away-polls-201/,false,"December 6, 2016",elections
3655,"Says Donald Trump ""won more counties than any candidate on our side since Ronald Reagan.""",https://www.politifact.com/factchecks/2016/dec/04/mike-pence/mike-pence-says-donald-trump-won-most-counties-rep/,mostly-true,"December 4, 2016",elections
3656,"""Wisconsin uses voting machines that are outlawed, they are illegal.""",https://www.politifact.com/factchecks/2016/nov/29/jill-stein/seeking-recount-donald-trump-win-jill-stein-says-w/,pants-fire,"November 26, 2016",elections
3657,"There was ""serious voter fraud"" in Virginia.",https://www.politifact.com/factchecks/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/,pants-fire,"November 27, 2016",elections
3658,"There was ""serious voter fraud"" in New Hampshire.",https://www.politifact.com/factchecks/2016/nov/28/donald-trump/trump-claims-serious-voter-fraud-new-hampshire/,pants-fire,"November 27, 2016",elections
3659,"There was ""serious voter fraud"" in California.",https://www.politifact.com/factchecks/2016/nov/28/donald-trump/pants-fire-trumps-claim-about-california-voter-fra/,pants-fire,"November 27, 2016",elections
3660,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",https://www.politifact.com/factchecks/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/,pants-fire,"November 27, 2016",elections
3661,"Harambe received 15,000 votes in the presidential election.",https://www.politifact.com/factchecks/2016/nov/22/blog-posting/no-15000-people-did-not-vote-harambe/,pants-fire,"November 9, 2016",elections
3662,"Says Donald Trump's presidential victory was ""an electoral landslide.""",https://www.politifact.com/factchecks/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/,false,"November 14, 2016",elections
3663,"""Report: 3 million votes in presidential election cast by illegal aliens.""",https://www.politifact.com/factchecks/2016/nov/18/blog-posting/no-3-million-undocumented-immigrants-did-not-vote-/,false,"November 14, 2016",elections
3664,"Says Scott Walker left college ""under an ethical cloud for having tried to fix"" the election for student body president.",https://www.politifact.com/factchecks/2016/nov/18/howard-dean/one-ex-presidential-candidates-attack-another-scot/,false,"November 15, 2016",elections
3665,"Texas A&M University - Commerce ""offers counseling, safe spaces for students who are afraid of President-elect Trump.""",https://www.politifact.com/factchecks/2016/nov/17/sid-miller/sid-miller-says-texas-university-trump-safe-spaces/,half-true,"November 10, 2016",elections
3666,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.",https://www.politifact.com/factchecks/2016/nov/16/gavin-newsom/gavin-newsom-understates-californias-rapid-drop-gu/,mostly-true,"November 9, 2016",elections
3667,Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,https://www.politifact.com/factchecks/2016/nov/16/americanpoliticnews/fake-story-says-denzel-washington-supports-donald-/,pants-fire,"November 15, 2016",elections
3668,Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,https://www.politifact.com/factchecks/2016/nov/16/various-media-reports/newt-gingrich-has-said-he-favors-using-popular-vot/,true,"November 10, 2016",elections
3669,"""The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.""",https://www.politifact.com/factchecks/2016/nov/15/donald-trump/donald-trump-says-new-york-times-apologized-bad-co/,false,"November 13, 2016",elections
3670,"""Final election 2016 numbers: Trump won"" the popular vote.",https://www.politifact.com/factchecks/2016/nov/14/blog-posting/no-donald-trump-not-beating-hillary-clinton-popula/,pants-fire,"November 12, 2016",elections
3671,"""Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.""",https://www.politifact.com/factchecks/2016/nov/11/louis-marinelli/calexit-group-distorts-jerry-browns-separate-natio/,pants-fire,"September 26, 2016",elections
3672,"""I was the first member of Congress to contribute to Donald Trump.""",https://www.politifact.com/factchecks/2016/nov/11/lamar-smith/lamar-smith-first-member-Congress-donate-Trump-Don/,true,"November 9, 2016",elections
3673,"""Anyone who knows you can just"" look it up to ""see if you voted.""",https://www.politifact.com/factchecks/2016/nov/09/amy-schumer/didnt-vote-president-youll-be-shamed-comedian-amy-/,half-true,"November 3, 2016",elections
3674,"""Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. It's true. I get far bigger crowds.""",https://www.politifact.com/factchecks/2016/nov/07/donald-trump/closing-argument-donald-trump-wrongly-says-he-outd/,false,"November 7, 2016",elections
3675,"The list of voters that North Carolina Republicans ""tried to purge was two-thirds black and Democratic.""",https://www.politifact.com/factchecks/2016/nov/07/barack-obama/obama-says-republicans-tried-purge-black-democrats/,half-true,"November 2, 2016",elections
3676,"""There’s a section in the Constitution called the Emoluments Clause that says no one, nor their spouses, can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge.""",https://www.politifact.com/factchecks/2016/nov/06/newt-gingrich/gingrich-hillary-clinton-broke-law-foreign-clinton/,barely-true,"November 6, 2016",elections
3677,"Says that at a campaign rally President Barack Obama ""spent so much time screaming at a protester, and frankly it was a disgrace.""",https://www.politifact.com/factchecks/2016/nov/06/donald-trump/donald-trumps-pants-fire-claim-obama-screamed-prot/,pants-fire,"November 4, 2016",elections
3678,"""The Democrats are very sly. … (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, they’re busing them in all over the place.""",https://www.politifact.com/factchecks/2016/nov/05/chris-sununu/republican-candidate-governor-chris-sununu-says-ma/,pants-fire,"October 31, 2016",elections
3679,"""I have tremendous support from women.""",https://www.politifact.com/factchecks/2016/nov/04/donald-trump/trump-wrongly-claims-tremendous-support-women/,false,"November 3, 2016",elections
3680,"The media ""never show crowds.""",https://www.politifact.com/factchecks/2016/nov/03/donald-trump/trump-says-media-doesnt-show-his-crowds-rallies-he/,false,"November 2, 2016",elections
3681,"Says Ron Johnson ""is benefiting from several super PACs, I am not.""",https://www.politifact.com/factchecks/2016/nov/03/russ-feingold/russ-feingold-falsely-claims-only-his-opponent-ben/,false,"October 27, 2016",elections
3682,"""Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake.""",https://www.politifact.com/factchecks/2016/nov/02/donald-trump/donald-trump-right-some-states-you-can-cast-early-/,true,"November 1, 2016",elections
3683,"""Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!""",https://www.politifact.com/factchecks/2016/nov/02/donald-trump/trump-says-twitter-google-facebook-buried-clinton-/,false,"October 30, 2016",elections
3684,"""Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.""",https://www.politifact.com/factchecks/2016/nov/01/blog-posting/bogus-ballot-stuffing-story-irks-ohio-secretary-st/,pants-fire,"September 30, 2016",elections
3685,Says Gerald Daugherty is endorsed by the Austin American-Statesman.,https://www.politifact.com/factchecks/2016/nov/01/austin-board-realtors-pac/austin-realtors-group-incorrect-saying-gerald-daug/,false,"October 29, 2016",elections
3686,"""One of George Soros' companies has provided some of the (voting) machines"" for some states.",https://www.politifact.com/factchecks/2016/oct/31/sean-duffy/wisconsin-congressman-fuels-soros-voting-machine-r/,pants-fire,"October 27, 2016",elections
3687,"""Donald Trump's strategy is pretty simple. They have even said in his campaign it's to get women to stay home, get young people to stay home, get people of color to stay home, and get a lot smart, intelligent men to stay home, too.""",https://www.politifact.com/factchecks/2016/oct/31/hillary-clinton/clinton-exaggerates-trumps-campaign-strategy/,half-true,"October 29, 2016",elections
3688,"Says Hillary Clinton ""shows up in Broward County"" and had a private meeting with elections supervisor Brenda Snipes.",https://www.politifact.com/factchecks/2016/oct/31/roger-stone/no-roger-stone-hillary-clinton-did-not-meet-browar/,pants-fire,"October 26, 2016",elections
3689,"The ""left"" is blatantly attempting to disrupt Georgia’s elections.",https://www.politifact.com/factchecks/2016/oct/29/brian-kemp/ga-election-official-base-election-interference/,false,"October 19, 2016",elections
3690,"Says Austin Mayor Steve Adler’s transportation plans linked to Proposition 1 on the ballot remove ""27+ miles of traffic lanes around the city,"" replacing ""them with lanes dedicated to usage by bicycles"" and buses.",https://www.politifact.com/factchecks/2016/oct/28/sensible-transportation-solutions-austin-pac/pac-austin-plans-cut-27-plus-car-travel-lanes-make/,barely-true,"October 23, 2016",elections
3691,"""When Trump wanted to turn a taxpayer-owned building into an $800 a night hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.""",https://www.politifact.com/factchecks/2016/oct/28/dccc-lgo/dccc-makes-false-claim-about-denhams-role-trump-ho/,false,"October 4, 2016",elections
3692,"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she ""was afraid it would help Democrats,"" showing ""outrageous partisan bias.""",https://www.politifact.com/factchecks/2016/oct/28/our-democracy-2020/did-wisconsin-election-clerk-block-early-voting-be/,half-true,"October 26, 2016",elections
3693,"""Paul Ryan’s already spent millions to try and permanently derail Brad (Schneider)’s progressive, energized campaign.""",https://www.politifact.com/factchecks/2016/oct/27/barney-frank/Barney-Frank-claim-against-Paul-Ryan-teeters/,half-true,"September 28, 2016",elections
3694,"""The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.""",https://www.politifact.com/factchecks/2016/oct/26/donald-trump/facts-dispute-donald-trumps-claim-donation-fbi-spo/,barely-true,"October 25, 2016",elections
3695,"""Recently though, the media has reported on thousands of illegal voters here in the commonwealth.""",https://www.politifact.com/factchecks/2016/oct/26/john-rafferty/gop-attorney-general-candidate-cant-back-claim-wid/,pants-fire,"October 16, 2016",elections
3696,"Says Donald Trump is ""the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.""",https://www.politifact.com/factchecks/2016/oct/25/hillary-clinton/trump-first-ever-candidate-not-say-hell-accept-ele/,mostly-true,"October 24, 2016",elections
3697,"California’s proposed tobacco tax ""diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have to help even one more patient.""",https://www.politifact.com/factchecks/2016/oct/25/no-56-campaign/tobacco-industry-misleads-prop-56-doctor-advertise/,barely-true,"October 7, 2016",elections
3698,"""14 percent of noncitizens are registered to vote.""",https://www.politifact.com/factchecks/2016/oct/24/donald-trump/donald-trump-wrongly-says-14-percent-noncitizens-a/,false,"October 22, 2016",elections
3699,"In 1928 ""school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.""",https://www.politifact.com/factchecks/2016/oct/24/hillary-clinton/clinton-school-boards-anti-catholic-scare-tactics-/,half-true,"October 20, 2016",elections
3700,"""There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged.""",https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/hillary-clinton-says-donald-trump-claims-emmys-wer/,half-true,"October 19, 2016",elections
3701,"""We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.""",https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/hillary-clinton-blames-russia-putin-wikileaks-rele/,true,"October 19, 2016",elections
3702,"""It’s possible that non-citizen voters were responsible for Obama’s 2008 victory in North Carolina.""",https://www.politifact.com/factchecks/2016/oct/19/donald-trump/trump-wrongfully-says-immigrants-voting-illegally-/,pants-fire,"October 17, 2016",elections
3703,"Says the U.S. Attorney’s Office said ""that neither I nor my campaign had any idea what was going on"" regarding my father's illegal campaign contributions. ""And that’s why they closed this case.""",https://www.politifact.com/factchecks/2016/oct/19/ami-bera/ami-beras-mostly-true-claim-feds-cleared-me-electi/,mostly-true,"October 18, 2016",elections
3704,"""Of course, there is large scale voter fraud happening on and before election day.""",https://www.politifact.com/factchecks/2016/oct/17/donald-trump/donald-trumps-pants-fire-claim-large-scale-voter-f/,pants-fire,"October 17, 2016",elections
3705,Says over 90 percent of Travis County’s eligible residents have registered to vote.,https://www.politifact.com/factchecks/2016/oct/14/bruce-elfant/bruce-elfant-says-90-plus-percent-eligible-travis-/,true,"October 10, 2016",elections
3706,"Says he won the second debate with Hillary Clinton ""in a landslide"" in ""every poll.""",https://www.politifact.com/factchecks/2016/oct/12/donald-trump/donald-trumps-ridiculous-claim-all-polls-show-he-w/,pants-fire,"October 11, 2016",elections
3707,"Says Paul Ryan ""is still endorsing Trump.""",https://www.politifact.com/factchecks/2016/oct/11/hillary-clinton/after-donald-trumps-campaign-missteps-does-paul-ry/,true,"October 10, 2016",elections
3708,"Says Congresswoman Loretta Sanchez ""has passed one bill in her 20 years in Congress, and that was to rename a post office.""",https://www.politifact.com/factchecks/2016/oct/06/kamala-harris/claim-loretta-sanchez-passed-one-bill-20-years-tec/,half-true,"October 5, 2016",elections
3709,"""You've got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.""",https://www.politifact.com/factchecks/2016/sep/14/hillary-clinton/comparing-medical-histories-clinton-trump-romney-o/,mostly-true,"September 12, 2016",elections
3710,"""In an interview with the Chicago Tribune's Editorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to 'cut social services completely.'""",https://www.politifact.com/factchecks/2016/sep/08/seiu-healthcare-illinois-indiana/healthcare-union-twists-leslie-munger-comments/,false,"August 25, 2016",elections
3711,"""As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.""",https://www.politifact.com/factchecks/2016/sep/02/rob-gleason/does-pennsylvania-really-have-power-decide-preside/,barely-true,"August 29, 2016",elections
3712,"Both the Democratic and Republican candidates for president in 2016 are ""quite unpopular.""",https://www.politifact.com/factchecks/2016/aug/31/jimmy-carter/carter-correct-popularity-clinton-and-trump/,true,"August 22, 2016",elections
3713,"""None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent.""",https://www.politifact.com/factchecks/2016/aug/29/gary-johnson/johnson-questions-pollsters-he-tries-join-clinton-/,false,"August 22, 2016",elections
3714,"Says there were multiple instances of voter fraud in Wood County, Ohio.",https://www.politifact.com/factchecks/2016/aug/16/viral-image/viral-post-alleges-voter-fraud-wood-county-ohio/,pants-fire,"August 15, 2016",elections
3715,"Says the U.S. election system is ""rigged.""",https://www.politifact.com/factchecks/2016/aug/15/donald-trump/donald-trumps-baseless-claims-about-election-being/,pants-fire,"August 1, 2016",elections
3716,"That 59 divisions in Philly had no votes for Romney in 2012 is ""(a) mathematical and statistical impossibility.""",https://www.politifact.com/factchecks/2016/aug/12/viral-image/internet-philly-rigged-2012-presidential-election-/,pants-fire,"August 5, 2016",elections
3717,"""California is home to the largest death row population in the Western Hemisphere.""",https://www.politifact.com/factchecks/2016/aug/12/yes-62-death-penalty-repeal/does-california-have-largest-death-row-western-hem/,true,"August 1, 2016",elections
3718,"""Bruce Rauner is of record that he will fully support the Trump candidacy. It's documented. It’s available.""",https://www.politifact.com/factchecks/2016/aug/10/michael-madigan/Madigan-highlights-Rauners-support-Trump-camp/,mostly-true,"August 1, 2016",elections
3719,"""Half of all NC legislative candidates are unopposed because of gerrymandering.""",https://www.politifact.com/factchecks/2016/aug/09/common-cause/common-cause-video-says-half-all-nc-legislative-ra/,mostly-true,"July 19, 2016",elections
3720,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",https://www.politifact.com/factchecks/2016/aug/09/viral-image/viral-image-about-voter-fraud-completely-baseless/,pants-fire,"August 5, 2016",elections
3721,"Says in 2012 ""Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.""",https://www.politifact.com/factchecks/2016/aug/09/viral-image/viral-post-claiming-voter-fraud-2012-election-errs/,false,"August 5, 2016",elections
3722,"Barack Obama ""ended up getting re-elected by the largest gender gap in the history of American elections.""",https://www.politifact.com/factchecks/2016/jul/29/cecile-richards/cecile-richards-makes-half-true-claim-about-barack/,half-true,"July 26, 2016",elections
3723,"""The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.""",https://www.politifact.com/factchecks/2016/jul/28/sherrod-brown/are-koch-backed-groups-spending-most-ohio-senate-r/,true,"July 27, 2016",elections
3724,"""An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.""",https://www.politifact.com/factchecks/2016/jul/25/donald-trump/no-donald-trump-bernie-sanders-wouldnt-have-won-ev/,false,"July 24, 2016",elections
3725,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster.""",https://www.politifact.com/factchecks/2016/jul/25/donald-trump-jr/donald-trump-jr-says-unemployment-rates-are-manipu/,pants-fire,"July 24, 2016",elections
3726,"""[Hillary Clinton]'s not trusted -- virtually at all.""",https://www.politifact.com/factchecks/2016/jul/20/tom-marino/pa-congressmans-claim-hillary-clinton-trusted-virt/,barely-true,"July 18, 2016",elections
3727,"Says as GOP was picking a convention city, ""I recommended Ohio.""",https://www.politifact.com/factchecks/2016/jul/19/donald-trump/trump-says-without-proof-he-recommended-ohio-gop-c/,false,"July 18, 2016",elections
3728,"Says no one from the Bush family attended the 2012 Republican National Convention and ""there was no President Bush"" at the 2008 convention.",https://www.politifact.com/factchecks/2016/jul/17/reince-priebus/priebus-wrongly-says-no-bush-attended-2012-rnc/,false,"July 17, 2016",elections
3729,"California’s Proposition 63 would ""CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together.""",https://www.politifact.com/factchecks/2016/jul/12/firearms-policy-coalition/will-ca-gun-control-measure-criminalize-sharing-bu/,barely-true,"June 16, 2016",elections
3730,"""We got the highest vote count in the history of the Republican Party.""",https://www.politifact.com/factchecks/2016/jul/08/donald-trump/donald-trump-set-record-most-gop-primary-votes-eve/,mostly-true,"July 5, 2016",elections
3731,"""Taxpayers are paying a fortune for the use of Air Force One on the campaign trail"" by President Barack Obama and Hillary Clinton.",https://www.politifact.com/factchecks/2016/jul/07/donald-trump/donald-trump-isnt-winging-it-complaint-about-air-f/,mostly-true,"July 5, 2016",elections
3732,"Says Donald Trump ""spent the least amount of money of any of the competitive primary contenders that he beat so badly.""",https://www.politifact.com/factchecks/2016/jul/01/michael-caputo/trump-was-outspent-his-closest-primary-opponents/,mostly-true,"June 22, 2016",elections
3733,"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.""",https://www.politifact.com/factchecks/2016/jun/27/bryce-reeves/bryce-reeves-falsely-says-terry-mcauliffe-has-voic/,false,"June 17, 2016",elections
3734,On running for re-election to U.S. Senate,https://www.politifact.com/factchecks/2016/jun/22/marco-rubio/marco-rubio-flip-flops-running-senate/,full-flop,"June 22, 2016",elections
